FCCs;kcat;rxns;rxnNames;enzymes
-2.19E-08;22.3515;y000723;mannose-6-phosphate isomerase;
-2.19E-08;603;y000852;phenylalanyl-tRNA synthetase;
-2.19E-08;603;y000853;phenylalanyl-tRNA synthetase;
-2.19E-08;4.3347;y000890;phosphoglucosamine mutase;
-2.19E-08;255.9105;y103046_EXP_2;PE phospholipase B;
-2.19E-08;1.9367;y103324;PE phospholipase A2, lipid particle;
-2.19E-08;5.6989;y300026_EXP_2;long-chain aldehyde dehydrogenase (C12);
-2.19E-08;13.9;y000229;biotin synthase;
-2.19E-08;2.7983;y000445_EXP_7;formate dehydrogenase;
-2.19E-08;33.3;y000490;glycerol-3-phosphate dehydrogenase (fad);
-2.19E-08;7.1959;y000580;inositolphosphotransferase;
-2.19E-08;3.2793;y000703_REV;leukotriene A4 hydrolase (reversible);
-2.19E-08;3.2793;y000704_REV;leukotriene A4 hydrolase (reversible);
-2.19E-08;3.8251;y000844;peroxisomal acyl-CoA thioesterase;
-2.19E-08;109.4011;y000859_EXP_1;phosphatidylethanolamine methyltransferase;
-2.19E-08;13.2214;y000888_REV;phosphoglucomutase (reversible);
-2.19E-08;33.3;y001039_EXP_1;thioredoxin reductase (NADPH);
-2.19E-08;1137.1373;y001075_EXP_1;urea carboxylase;
-2.19E-08;133.1302;y300008_EXP_7;long-chain alcohol dehydrogenase (C16);
-2.19E-08;0.4557;y000087;5-methylthioribose-1-phosphate isomerase;
-2.19E-08;30.8842;y000518_REV;GPI-anchor assembly, step 2 (reversible);
-2.19E-08;0.5385;y000542_REV;homoacontinate hydratase (reversible);
-2.19E-08;6.1335;y000990_REV;sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase (reversible);
-2.19E-08;8.8994;y001095_EXP_3;yUMP synthetase;
-2.19E-08;0.7898;y002213_REV;fatty-acid--CoA ligase (behenate), ER membrane (reversible);
-2.19E-08;0.7898;y002216_REV;fatty-acid--CoA ligase (behenate), lipid particle (reversible);
-2.19E-08;18.8294;y000168_EXP_2;aldehyde dehydrogenase (2-methylbutanol, NADP);
-2.19E-08;2.2312;y000445_EXP_10;formate dehydrogenase;
-2.19E-08;0.1519;y000531;Heme O synthase;
-2.19E-08;3.8;y000781;nicotinamidase;
-2.19E-08;7.9412;y000965;riboflavin kinase;
-2.19E-08;7.9412;y000966;riboflavin kinase;
-2.19E-08;18.7309;y001901_EXP_2;L-malate transport;
-2.19E-08;230.7;y000028_EXP_2;2-methylcitrate synthase;
-2.19E-08;10.0596;y000250_EXP_1;carbamoyl-phosphate synthase (glutamine-hydrolysing);
-2.19E-08;0.8006;y000402_REV;fatty-acid--CoA ligase (hexadecanoate) (reversible);
-2.19E-08;2.2725;y000445_EXP_3;formate dehydrogenase;
-2.19E-08;2.6674;y000445_EXP_8;formate dehydrogenase;
-2.19E-08;55;y000485;glutathione synthetase;
-2.19E-08;1.4217;y000523_REV_EXP_1;GPI-anchor assembly, step 9 (reversible);
-2.19E-08;22;y000668_REV;itaconate-CoA ligase (ADP-forming) (reversible);
-2.19E-08;11;y000690;L-serine dehydrogenase;
-2.19E-08;77.3;y000788;nucleoside diphosphatase;
-2.19E-08;33;y000955_REV;pyridoxine 5'-phosphate oxidase (reversible);
-2.19E-08;272.8009;y001075_EXP_3;urea carboxylase;
-2.19E-08;38.5;y002151;enoyl-ACP reductase (butanoyl-ACP);
-2.19E-08;38.5;y002152;enoyl-ACP reductase (hexanoyl-ACP);
-2.19E-08;38.5;y002153;enoyl-ACP reductase (octanoyl-ACP);
-2.19E-08;1.3364;y002174;B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA);
-2.19E-08;38.5;y002178;trans-2-enoyl-CoA reductase (n-C20:0CoA);
-2.19E-08;38.5;y002180;trans-2-enoyl-CoA reductase (n-C24:0CoA);
-2.19E-08;38.5;y002303_EXP_1;2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA);
-2.19E-08;38.5;y002303_EXP_2;2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA);
-2.19E-08;38.5;y002303_EXP_3;2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA);
-2.19E-08;38.5;y002304_EXP_1;2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA);
-2.19E-08;38.5;y002304_EXP_2;2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA);
-2.19E-08;38.5;y002304_EXP_3;2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA);
-2.19E-08;11;y103192;PI 4,5-P2 phosphatase;
-2.19E-08;11;y103200;PI 4,5-P2 phosphatase;
-2.19E-08;0.6736;y300004_EXP_6;long-chain alcohol dehydrogenase (C10);
-2.19E-08;0.1077;y300007_EXP_1;alkane oxidase (C16);
-2.19E-08;2841;y300075;dTTP nucleotidohydrolase;
-2.19E-08;25.0289;y000150_REV;adenylate kinase (GTP) (reversible);
-2.19E-08;3.9868;y000487_EXP_6;glycerol dehydrogenase (NADP-dependent);
-2.19E-08;26.0322;y000876;phosphatidylinositol-4-phosphate 5-kinase;
-2.19E-08;0.196;y001077;uridine kinase (ATP:uridine);
-2.19E-08;0.196;y001078;uridine kinase (GTP:uridine);
-2.19E-08;0.784;y002215_REV;fatty-acid--CoA ligase (cerotic acid), ER membrane (reversible);
-2.19E-08;0.784;y002218_REV;fatty-acid--CoA ligase (cerotic acid), lipid particle (reversible);
-2.19E-08;0.196;y200025;UTP:uridine 5'-phosphotransferase;
-2.19E-08;0.196;y200026;ITP:uridine 5'-phosphotransferase;
-2.19E-08;0.196;y200028;dATP:uridine 5'-phosphotransferase;
-2.19E-08;0.196;y200029;dGTP:uridine 5'-phosphotransferase;
-2.19E-08;0.196;y200032;dTTP:uridine 5'-phosphotransferase;
-2.19E-08;0.196;y200033;dCTP:uridine 5'-phosphotransferase;
-2.19E-08;0.196;y200034;dUTP:uridine 5'-phosphotransferase;
-2.19E-08;12.3826;y000104_EXP_1;acetyl-CoA C-acetyltransferase;
-2.19E-08;55.817;y000519_REV;GPI-anchor assembly, step 5 (reversible);
-2.19E-08;0.5906;y000524;GTP cyclohydrolase I;
-2.19E-08;2.5257;y000609;IPS phospholipase C;
-2.19E-08;2.5257;y000639;IPS phospholipase C;
-2.19E-08;1.1372;y002169_REV;B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA) (reversible);
-2.19E-08;2.12;y200016;ATP:pantothenate 4'-phosphotransferase;
-2.19E-08;566;y000018_REV_EXP_2;2-aminoadipate transaminase (reversible);
-2.19E-08;1.7;y000145;adenosylmethionine decarboxylase;
-2.19E-08;566;y001056;tryptophan transaminase;
-2.19E-08;19.7805;y300035;4-hydroxyphenylpyruvate dioxygenase;
-2.19E-08;8.7532;y000018_EXP_1;2-aminoadipate transaminase;
-2.19E-08;0.8334;y000283_EXP_2;cis-prenyltransferase step 03;
-2.19E-08;0.9936;y000299_EXP_2;cis-prenyltransferase step 19;
-2.19E-08;390;y000491;glycerol-3-phosphate dehydrogenase (NAD);
-2.19E-08;2.77;y000866;phosphatidylinositol 4-kinase;
-2.19E-08;2.77;y000867;phosphatidylinositol 4-kinase;
-2.19E-08;0.069;y001035;thiamine-diphosphate kinase;
-2.19E-08;2.77;y001059;phosphatidylinositol 4-kinase;
-2.19E-08;2.77;y001246_EXP_1;phosphatidylinositol 4-kinase;
-2.19E-08;2.77;y001246_EXP_2;phosphatidylinositol 4-kinase;
-2.19E-08;18.1907;y001619;5'-nucleotidase (GMP);
-2.19E-08;4.2724;y002242_EXP_5;acyl-CoA oxidase (palmitoleoyl-CoA);
-2.19E-08;21.5348;y300056_EXP_2;cellobiose glucohydrolase;
-2.19E-08;21.1726;y000012_REV;1-pyrroline-5-carboxylate dehydrogenase (reversible);
-2.19E-08;2.7754;y000088_REV;5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4 (reversible);
-2.19E-08;2.7754;y000089_REV;5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4 (reversible);
-2.19E-08;24.713;y000308;cystathionine b-lyase;
-2.19E-08;2.4002;y000597;IPS phospholipase C;
-2.19E-08;2.4415;y000619;IPS phospholipase C;
-2.19E-08;2.4002;y000627;IPS phospholipase C;
-2.19E-08;2.4415;y000649;IPS phospholipase C;
-2.19E-08;22.4745;y000942;protoporphyrinogen oxidase;
-2.19E-08;24.5751;y002164;B-ketoacyl-CoA reductase (3-hydroxyicosanoyl-CoA);
-2.19E-08;25.7716;y002224;fatty acyl-CoA transport via ABC system (C18:1);
-2.19E-08;16.2356;y002240_EXP_3;acyl-CoA oxidase (docosanoyl-CoA);
-2.19E-08;12.0242;y002267;3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA);
-2.19E-08;10.1809;y000176_EXP_4;aldehyde dehydrogenase (indole-3-acetaldehyde, NAD);
-2.19E-08;10.1809;y000177_EXP_4;aldehyde dehydrogenase (indole-3-acetaldehyde, NADP);
-2.19E-08;10.1809;y000178_EXP_4;aldehyde dehydrogenase (indole-3-acetaldehyde, NADP);
-2.19E-08;4.0913;y002242_EXP_1;acyl-CoA oxidase (palmitoleoyl-CoA);
-2.19E-08;2.2871;y003257_EXP_1;fecosteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;96.9;y000271;chitin deacetylase;
-2.19E-08;1.4066;y000820;orotate phosphoribosyltransferase;
-2.19E-08;2.5403;y002239_EXP_5;acyl-CoA oxidase (icosanoyl-CoA);
-2.19E-08;2.4542;y000615;IPS phospholipase C;
-2.19E-08;2.4542;y000645;IPS phospholipase C;
-2.19E-08;9.4292;y001095_EXP_1;yUMP synthetase;
-2.19E-08;1.9991;y103144;PI 4-P phosphatase;
-2.19E-08;1.9991;y103152;PI 4-P phosphatase;
-2.19E-08;10.8906;y000027_REV;homoaconitase (reversible);
-2.19E-08;9.5531;y000068;4-aminobutyrate transaminase;
-2.19E-08;154.0969;y000168_EXP_4;aldehyde dehydrogenase (2-methylbutanol, NADP);
-2.19E-08;170;y000318;cytosine deaminase;
-2.19E-08;16.2425;y000907_EXP_1;phosphopentomutase;
-2.19E-08;170;y001092;xylitol dehydrogenase (D-xyulose-forming);
-2.19E-08;19.2479;y002238_EXP_1;acyl-CoA oxidase (octanoyl-CoA);
-2.19E-08;4.0557;y003261_EXP_2;zymosteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;4.0557;y003263_EXP_2;zymosteryl ester hydrolase (18:1), cell envelope;
-2.19E-08;1.4363;y300040_EXP_2;erythrose reductase;
-2.19E-08;80.7701;y000192_EXP_2;alpha 1,2-mannosyltransferase;
-2.19E-08;87.8706;y000332;deoxyribokinase;
-2.19E-08;64.4336;y000370_EXP_3;exo-1,3-beta-glucan glucohydrase;
-2.19E-08;86.2034;y000486_REV;glyceraldehyde-3-phosphate dehydrogenase (reversible);
-2.19E-08;2.3789;y000599;IPS phospholipase C;
-2.19E-08;2.3789;y000629;IPS phospholipase C;
-2.19E-08;0.2646;y000774;NAPRtase;
-2.19E-08;0.2646;y000775;NAPRtase;
-2.19E-08;19.5306;y000941;prolyl-tRNA synthetase;
-2.19E-08;0.6257;y001095_REV_EXP_3;yUMP synthetase (reversible);
-2.19E-08;9.3345;y002239_EXP_6;acyl-CoA oxidase (icosanoyl-CoA);
-2.19E-08;11.1676;y002253;2-enoyl-CoA hydratase (3-hydroxyhexacosanoyl-CoA);
-2.19E-08;32.7791;y102462_REV;lysoPI acyltransferase, ER membrane (reversible);
-2.19E-08;68.3348;y200002_REV;mannitol dehydrogenase (reversible);
-2.19E-08;4.6593;y000014;2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase;
-2.19E-08;1.1159;y000567_EXP_2;indole-3-pyruvate decarboxylase;
-2.19E-08;2.3503;y000616;IPS phospholipase C;
-2.19E-08;2.3503;y000646;IPS phospholipase C;
-2.19E-08;5.4599;y000656;isoamyl acetate-hydrolyzing esterase;
-2.19E-08;5.4618;y002232;peroxisomal acyl-CoA thioesterase (4:0);
-2.19E-08;4.0811;y003254_EXP_2;episteryl ester hydrolase (16:1), lipid particle;
-2.19E-08;9.419;y000034;3',5'-cyclic-nucleotide phosphodiesterase;
-2.19E-08;2.0469;y000496;glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase;
-2.19E-08;0.0799;y200014;empty;
-2.19E-08;2.3827;y000168_EXP_6;aldehyde dehydrogenase (2-methylbutanol, NADP);
-2.19E-08;167;y000194;alpha,alpha-trehalase;
-2.19E-08;167;y000301_EXP_1;citrate synthase, peroxisomal;
-2.19E-08;2.6035;y000849;peroxisomal acyl-CoA thioesterase;
-2.19E-08;0.146;y300074;dTDP phosphohydrolase;
-2.19E-08;10.2151;y000041;3-dehydrosphinganine reductase;
-2.19E-08;2.4653;y000614;IPS phospholipase C;
-2.19E-08;2.4653;y000644;IPS phospholipase C;
-2.19E-08;4.2285;y000974_EXP_1;ribonucleotide reductase;
-2.19E-08;4.2285;y000975_EXP_1;ribonucleotide reductase;
-2.19E-08;9.33;y000139;adenine phosphoribosyltransferase;
-2.19E-08;2.4008;y000620;IPS phospholipase C;
-2.19E-08;2.4008;y000650;IPS phospholipase C;
-2.19E-08;18.3645;y000078;5'-nucleotidase (UMP);
-2.19E-08;19.1238;y000099_EXP_2;acetyl-CoA ACP transacylase;
-2.19E-08;17.4051;y000509;glycine-cleavage system (lipoamide);
-2.19E-08;1236;y001088;valine transaminase, mitochondiral;
-2.19E-08;2.1997;y003259_EXP_1;lanosteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;4.367;y003259_EXP_2;lanosteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;1.0298;y300012_REV;fatty-acid--CoA ligase (octadecadienoate), peroxisome (reversible);
-2.19E-08;4.8861;y000340;dihydroceramidase;
-2.19E-08;4.8861;y000341;dihydroceramidase;
-2.19E-08;2.3865;y000598;IPS phospholipase C;
-2.19E-08;2.3865;y000628;IPS phospholipase C;
-2.19E-08;2.1441;y000137;acylation of GPI inositol at 2 position, GPI-anchor assembly, step 3;
-2.19E-08;131.4677;y000977_EXP_3;ribonucleotide reductase;
-2.19E-08;530;y000218_EXP_1;aspartate transaminase;
-2.19E-08;530;y000218_EXP_2;aspartate transaminase;
-2.19E-08;2.3112;y003255_EXP_1;episteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;142;y000313;cysteinyl-tRNA synthetase;
-2.19E-08;0.5612;y000229_REV;biotin synthase (reversible);
-2.19E-08;2.0329;y000922;phytosphingosine synthesis;
-2.19E-08;4.2113;y002247_EXP_1;acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA);
-2.19E-08;25.8178;y002197;fatty-acid--CoA ligase (hexadecenoate), ER membrane;
-2.20E-08;399;y000772_EXP_2;NADH kinase mitochondrial;
-2.21E-08;2.0469;y000495;glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase;
-2.21E-08;1646;y000166_EXP_4;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.23E-08;255;y000659;isocitrate dehydrogenase (NADP);
-2.23E-08;2.4547;y000503_REV_EXP_2;glycine hydroxymethyltransferase (reversible);
-2.23E-08;25.8178;y002204;fatty-acid--CoA ligase (octadecanoate), lipid particle;
-2.23E-08;25.8178;y002211;fatty-acid--CoA ligase (lignoceric acid), cell envelope;
-2.23E-08;240;y000175_EXP_1;aldehyde dehydrogenase (acetylaldehyde, NADP);
-2.23E-08;240;y000175_EXP_2;aldehyde dehydrogenase (acetylaldehyde, NADP);
-2.23E-08;1646;y000183_EXP_1;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.23E-08;1646;y000183_EXP_2;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.23E-08;1646;y000183_EXP_3;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.23E-08;1646;y000183_EXP_5;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.23E-08;10.6961;y002276;3-hydroxyacyl-CoA dehydrogenase (3-oxotetracosanoyl-CoA);
-2.23E-08;6.4216;y002286;acetyl-CoA C-acyltransferase (stearoyl-CoA);
-2.23E-08;6.4216;y002287;acetyl-CoA C-acyltransferase (icosanoyl-CoA);
-2.23E-08;6.4216;y002288;acetyl-CoA C-acyltransferase (docosanoyl-CoA);
-2.23E-08;72;y002257;2-enoyl-CoA hydratase (3-hydroxyicosanoyl-CoA);
-2.23E-08;1415.8166;y000189;allantoate amidinohydrolase;
-2.23E-08;11.0496;y002274;3-hydroxyacyl-CoA dehydrogenase (3-oxoicosanoyl-CoA);
-2.23E-08;14.4131;y002199_REV;fatty-acid--CoA ligase (octadecenoate), ER membrane (reversible);
-2.26E-08;0.0412;y000544;homocysteine S-methyltransferase;
-2.27E-08;3.0718;y103136;PI 3-P phosphatase;
-2.27E-08;25.8178;y002196;fatty-acid--CoA ligase (hexadecanoate), ER membrane;
-2.27E-08;260;y000569_EXP_1;inorganic diphosphatase;
-2.27E-08;670;y000216_REV_EXP_1;aspartate transaminase (reversible);
-2.27E-08;121;y000016_EXP_2;2-aceto-2-hydroxybutanoate synthase;
-2.27E-08;73;y001704;cytidylate kinase (dCMP);
-2.27E-08;2.8792;y000272_EXP_7;chitin synthase;
-2.27E-08;25.8178;y002205;fatty-acid--CoA ligase (octadecenoate), lipid particle;
-2.27E-08;867.425;y103090;PI 4,5-P2 phospholipase C;
-2.27E-08;399;y000766_EXP_2;NAD kinase;
-2.27E-08;1646;y000170_EXP_4;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.27E-08;1975;y103030;LPC phospholipase B;
-2.27E-08;1075;y000664_REV;isoleucine transaminase (reversible);
-2.27E-08;43;y001040;threonine aldolase;
-2.27E-08;13.8;y000008_EXP_1;1-acyl-sn-gylcerol-3-phosphate acyltransferase;
-2.27E-08;13.8;y000009_EXP_1;1-acyl-sn-gylcerol-3-phosphate acyltransferase;
-2.27E-08;13.97505;y200009_REV;acyldihydroxyacetonephosphate reductase (reversible);
-2.27E-08;16.7392;y300010_REV;fatty-acid--CoA ligase (octadecadienoate), ER membrane (reversible);
-2.27E-08;16.7392;y300011_REV;fatty-acid--CoA ligase (octadecadienoate), lipid particle (reversible);
-2.27E-08;80.9;y000790;nucleoside diphosphatase;
-2.27E-08;0.0484;y000573;inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus;
-2.27E-08;34.07;y000366_REV;enolase (reversible);
-2.27E-08;390;y000492;glycerol-3-phosphate dehydrogenase (NAD);
-2.58E-08;3.0718;y103128;PI 3-P phosphatase;
-2.70E-08;5.9055;y000272_EXP_1;chitin synthase;
-2.86E-08;1075;y000663;isoleucine transaminase;
-2.86E-08;22.7673;y000303_EXP_1;citrate to cis-aconitate(3-), cytoplasmic;
-2.86E-08;161;y000762_EXP_2;N-formyl-L-kynurenine amidohydrolase;
-2.87E-08;308.65;y000280_EXP_1;cis-aconitate(3-) to isocitrate;
-2.87E-08;22.7673;y000302_EXP_1;citrate to cis-aconitate(3-);
-2.91E-08;3.3808;y000063;3-methyl-2-oxobutanoate hydroxymethyltransferase;
-2.98E-08;1.1737;y000272_EXP_5;chitin synthase;
-2.98E-08;2.3775;y000272_EXP_4;chitin synthase;
-2.98E-08;0.1392;y000499;glycinamide ribotide transformylase;
-2.98E-08;18.0847;y200002;mannitol dehydrogenase;
-2.98E-08;0.0491;y000574;inositol-1,4,5-triphosphate 6-kinase, nucleus;
-3.36E-08;15.0163;y002195_REV;fatty-acid--CoA ligase (tetradecanoate), ER membrane (reversible);
-3.38E-08;11.3048;y000447_REV_EXP_2;formate-tetrahydrofolate ligase (reversible);
-3.38E-08;218;y000345;dihydrofolate reductase;
-3.38E-08;240;y000173_EXP_1;aldehyde dehydrogenase (acetaldehyde, NADP);
-3.77E-08;2.0478;y000272_EXP_6;chitin synthase;
-3.77E-08;18.7309;y001901_REV_EXP_2;L-malate transport (reversible);
-3.98E-08;25.0103;y000272_EXP_2;chitin synthase;
-3.99E-08;186;y000831;oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase);
-3.99E-08;186;y000832;oxoglutarate dehydrogenase (lipoamide);
-3.99E-08;18.0576;y000091_EXP_1;6-phosphogluconolactonase;
-4.02E-08;9.1673;y000724_EXP_2;methenyltetrahydrifikate cyclohydrolase;
-4.02E-08;11.863;y000733_EXP_2;methylenetetrahydrofolate dehydrogenase (NADP);
